tickerA,tickerB,sector,entryDate,exitDate,entryPriceA,entryPriceB,exitPriceA,exitPriceB,beta,halfLife,kappa,sigma,ouR2,entryZ,exitZ,holdDays,exitReason,zPnlPct,dollarPnlPct,dollarPnlAfterCost,zWin,dollarWin,gap
LMT,NOC,DEFENSE,2025-03-21,2025-04-04,428.0068,482.959,420.6576,477.8413,1.415629,25.33,0.027367,0.196413,0,-2.9672,-0.3367,10,REVERT,5.173,-0.217,-10.17,1,0,5.39
LMT,NOC,DEFENSE,2025-04-22,2025-05-05,449.7917,456.7404,459.0195,485.5278,1.415629,25.33,0.027367,0.196413,0,3.7694,0.4073,9,REVERT,6.944,6.871,60.71,1,1,0.073
LMT,NOC,DEFENSE,2025-06-11,2025-06-24,447.5189,483.0366,451.0473,478.6261,1.415629,25.33,0.027367,0.196413,0,-3.2379,-0.45,8,REVERT,5.574,2.081,12.81,1,1,3.493
LMT,NOC,DEFENSE,2025-07-10,2025-07-22,455.0756,508.1644,402.571,557.5302,1.415629,25.33,0.027367,0.196413,0,-2.0993,-4.1056,8,STOP,-3.93,-25.29,-260.9,0,0,21.36
LMT,NOC,DEFENSE,2025-07-23,2025-08-12,411.049,562.1878,422.9769,574.3513,1.415629,25.33,0.027367,0.196413,0,-2.8929,-0.4443,14,REVERT,4.398,-0.161,-9.61,1,0,4.559
LMT,NOC,DEFENSE,2025-09-04,2025-09-26,451.0306,575.5762,481.231,590.2297,1.415629,25.33,0.027367,0.196413,0,2.3048,0.2072,16,REVERT,3.845,-3.092,-38.92,1,0,6.937
LMT,NOC,DEFENSE,2025-10-08,2025-10-15,507.4724,633.3463,493.0485,604.5357,1.415629,25.33,0.027367,0.196413,0,-2.8179,-0.2614,5,REVERT,4.658,3.597,27.97,1,1,1.06
LMT,NOC,DEFENSE,2025-10-30,2025-11-07,483.4819,574.4246,452.5115,564.5067,1.415629,25.33,0.027367,0.196413,0,2.3088,-0.0942,6,REVERT,4.164,3.962,31.62,1,1,0.202
LMT,NOC,DEFENSE,2025-12-09,2025-12-15,464.4423,548.8721,481.8804,573.9517,1.415629,25.33,0.027367,0.196413,0,2.1166,0.497,4,REVERT,3.071,2.714,19.14,1,1,0.358
LMT,NOC,DEFENSE,2026-01-05,2026-01-12,508.8881,609.3683,548.3501,627.3109,1.415629,25.33,0.027367,0.196413,0,-2.1618,0.0839,5,REVERT,3.862,3.586,27.86,1,1,0.276
LMT,NOC,DEFENSE,2026-01-28,2026-02-20,594.1388,686.9299,654.8091,721.25,1.415629,25.33,0.027367,0.196413,0,-2.1083,-0.2326,16,REVERT,3.468,3.139,23.39,1,1,0.33
LMT,NOC,DEFENSE,2026-03-02,2026-03-17,676.7,768.02,636.33,724.03,1.415629,25.33,0.027367,0.196413,0,-2.3394,-0.492,11,REVERT,3.383,2.143,13.43,1,1,1.24
LMT,NOC,DEFENSE,2026-03-23,2026-04-01,616.25,680,617.64,697,1.415629,25.33,0.027367,0.196413,0,2.2088,0.271,7,REVERT,3.648,3.314,25.14,1,1,0.335
LMT,GD,DEFENSE,2025-03-21,2025-04-03,428.0068,257.2286,442.6858,263.2928,1.234196,46.61,0.014872,0.220862,0,-3.0207,-0.3925,9,REVERT,26.818,0.52,-2.8,1,0,26.298
LMT,GD,DEFENSE,2025-06-24,2025-08-12,451.0473,275.9775,422.9769,309.9244,1.234196,46.61,0.014872,0.220862,0,-2.2434,-0.3413,34,REVERT,18.599,-21.405,-222.05,1,0,40.003
LMT,GD,DEFENSE,2025-09-05,2025-09-30,457.9908,318.6592,492.851,336.5632,1.234196,46.61,0.014872,0.220862,0,2.4322,-0.0867,17,REVERT,19.167,-0.677,-14.77,1,0,19.844
LMT,GD,DEFENSE,2025-10-21,2025-11-17,483.2647,337.7352,464.7832,338.8157,1.234196,46.61,0.014872,0.220862,0,-2.6577,-0.0841,19,REVERT,20.653,-4.219,-50.19,1,0,24.872
LMT,GD,DEFENSE,2025-12-09,2026-01-09,464.4423,331.3708,540.0737,350.8207,1.234196,46.61,0.014872,0.220862,0,2.0109,3.1138,21,STOP,-8.71,-9.04,-98.4,0,0,0.33
LMT,GD,DEFENSE,2026-01-12,2026-02-26,548.3501,357.8096,638.2662,349.0985,1.234196,46.61,0.014872,0.220862,0,2.3255,0.207,31,REVERT,17.986,-19.402,-202.02,1,0,37.388
LMT,GD,DEFENSE,2026-03-26,2026-04-02,627.33,353.6374,622.79,347.476,1.234196,46.61,0.014872,0.220862,0,-2.064,-0.4776,5,REVERT,15.974,1.427,6.27,1,1,14.548
LMT,LHX,DEFENSE,2025-03-21,2025-03-31,428.0068,204.4772,434.8304,205.7848,1.333903,26.24,0.026413,0.21976,0,-2.5661,-0.4726,6,REVERT,12.15,0.741,-0.59,1,0,11.409
LMT,LHX,DEFENSE,2025-05-13,2025-05-14,447.6015,214.6922,437.2347,215.9507,1.333903,26.24,0.026413,0.21976,0,-2.1008,-3.3371,1,STOP,-7.038,-3.098,-38.98,0,0,-3.94
LMT,LHX,DEFENSE,2025-05-15,2025-08-08,452.7703,223.0393,417.1648,266.4926,1.333903,26.24,0.026413,0.21976,0,-2.9051,-0.3767,58,REVERT,13.876,-33.851,-346.51,1,0,47.728
LMT,LHX,DEFENSE,2025-09-04,2025-09-16,451.0306,269.7234,468.2781,282.1085,1.333903,26.24,0.026413,0.21976,0,2.2935,-0.0241,8,REVERT,10.089,2.301,15.01,1,1,7.788
LMT,LHX,DEFENSE,2025-09-29,2025-10-02,485.7131,294.6921,492.9991,293.8486,1.333903,26.24,0.026413,0.21976,0,-2.1745,-0.4481,3,REVERT,7.433,1.882,10.82,1,1,5.552
LMT,LHX,DEFENSE,2025-11-07,2025-11-14,452.5115,288.45,459.837,287.1896,1.333903,26.24,0.026413,0.21976,0,-2.7329,-0.4397,5,REVERT,9.585,2.202,14.02,1,1,7.383
LMT,LHX,DEFENSE,2025-12-16,2025-12-19,474.559,281.8682,471.6444,286.4522,1.333903,26.24,0.026413,0.21976,0,2.016,-0.2822,3,REVERT,7.663,2.784,19.84,1,1,4.88
LMT,LHX,DEFENSE,2026-01-07,2026-01-15,494.2651,308.6848,574.8604,339.2383,1.333903,26.24,0.026413,0.21976,0,-2.0242,-0.0707,6,REVERT,8.152,3.103,23.03,1,1,5.049
LMT,LHX,DEFENSE,2026-01-30,2026-03-05,630.8951,341.6599,655,358.85,1.333903,26.24,0.026413,0.21976,0,3.2563,-0.4241,23,REVERT,12.782,2.891,20.91,1,1,9.891
LMT,LHX,DEFENSE,2026-03-17,2026-03-20,636.33,368.86,627.43,352.85,1.333903,26.24,0.026413,0.21976,0,-2.1807,-0.2494,3,REVERT,8.145,4.391,35.91,1,1,3.754
LMT,LDOS,DEFENSE,2025-03-21,2025-04-08,428.0068,132.5502,431.5695,132.0847,0.814341,25.19,0.02752,0.247463,0,-2.7896,-0.1894,12,REVERT,8.308,1.118,3.18,1,1,7.19
LMT,LDOS,DEFENSE,2025-05-06,2025-05-23,455.7586,153.2702,456.4108,151.0318,0.814341,25.19,0.02752,0.247463,0,-3.1068,-0.0162,13,REVERT,10.146,1.332,5.32,1,1,8.814
LMT,LDOS,DEFENSE,2025-06-02,2025-06-11,469.297,140.2955,447.5189,144.5246,0.814341,25.19,0.02752,0.247463,0,2.6954,-0.034,7,REVERT,8.321,7.095,62.95,1,1,1.225
LMT,LDOS,DEFENSE,2025-06-24,2025-07-15,451.0473,151.1797,460.77,159.1047,0.814341,25.19,0.02752,0.247463,0,-2.0342,-0.2705,14,REVERT,5.788,-2.113,-29.13,1,0,7.901
LMT,LDOS,DEFENSE,2025-07-22,2025-08-18,402.571,160.1673,431.8763,176.8911,0.814341,25.19,0.02752,0.247463,0,-3.6425,-0.4573,19,REVERT,11.354,-1.223,-20.23,1,0,12.577
LMT,LDOS,DEFENSE,2025-09-04,2025-09-18,451.0306,177.3479,467.587,186.264,0.814341,25.19,0.02752,0.247463,0,2.2563,0.3456,10,REVERT,6.7,0.423,-3.77,1,0,6.277
LMT,LDOS,DEFENSE,2025-09-25,2025-10-03,478.1704,181.4967,498.0638,194.6541,0.814341,25.19,0.02752,0.247463,0,2.1846,0.4677,6,REVERT,5.898,1.743,9.43,1,1,4.154
LMT,LDOS,DEFENSE,2025-10-10,2025-11-17,498.6166,187.1399,464.7832,187.8963,0.814341,25.19,0.02752,0.247463,0,2.1027,0.0331,26,REVERT,7.047,7.115,63.15,1,1,-0.067
LMT,LDOS,DEFENSE,2025-12-15,2026-02-26,481.8804,185.4901,638.2662,175.4251,0.814341,25.19,0.02752,0.247463,0,2.1021,0.4322,49,REVERT,5.766,-36.872,-376.72,1,0,42.638
LMT,LDOS,DEFENSE,2026-03-25,2026-03-30,624.2,158.88,598.57,154.19,0.814341,25.19,0.02752,0.247463,0,2.1152,0.2047,3,REVERT,5.497,1.702,9.02,1,1,3.795
LMT,SAIC,DEFENSE,2025-03-21,2025-04-08,428.0068,104.0716,431.5695,107.1279,0.41873,46.49,0.014908,0.196089,0,-2.4468,-0.4728,12,REVERT,3.432,-0.397,-11.97,1,0,3.83
LMT,SAIC,DEFENSE,2025-05-14,2025-05-19,437.2347,117.2804,460.4796,120.9482,0.41873,46.49,0.014908,0.196089,0,-2.7763,-0.0051,3,REVERT,4.852,4.007,32.07,1,1,0.846
LMT,SAIC,DEFENSE,2025-05-30,2025-06-02,469.5518,113.9183,469.297,98.8133,0.41873,46.49,0.014908,0.196089,0,2.2858,3.4899,1,STOP,-2.066,-5.498,-62.98,0,0,3.432
LMT,SAIC,DEFENSE,2025-06-03,2025-06-11,470.6201,101.9782,447.5189,102.3431,0.41873,46.49,0.014908,0.196089,0,2.4779,0.1412,6,REVERT,3.963,5.058,42.58,1,1,-1.095
LMT,SAIC,DEFENSE,2025-07-22,2025-08-06,402.571,113.3223,426.2015,113.8861,0.41873,46.49,0.014908,0.196089,0,-3.8351,-0.3513,11,REVERT,6.204,5.662,48.62,1,1,0.542
LMT,SAIC,DEFENSE,2025-08-20,2025-10-16,437.1297,116.5073,486.9669,96.1861,0.41873,46.49,0.014908,0.196089,0,2.0929,0.1656,40,REVERT,3.373,-18.704,-195.04,1,0,22.077
LMT,SAIC,DEFENSE,2025-11-07,2025-11-14,452.5115,91.1524,459.837,87.9853,0.41873,46.49,0.014908,0.196089,0,-2.63,-0.207,5,REVERT,4.102,3.074,22.74,1,1,1.029
LMT,SAIC,DEFENSE,2025-12-04,2025-12-09,445.9995,101.0609,464.4423,96.6329,0.41873,46.49,0.014908,0.196089,0,-2.7305,-0.308,3,REVERT,4.158,5.97,51.7,1,1,-1.812
LMT,SAIC,DEFENSE,2026-01-06,2026-01-07,519.3032,108.0207,494.2651,106.0747,0.41873,46.49,0.014908,0.196089,0,2.2957,0.427,1,REVERT,3.115,4.067,32.67,1,1,-0.952
LMT,SAIC,DEFENSE,2026-01-09,2026-02-26,540.0737,113.2033,638.2662,91.343,0.41873,46.49,0.014908,0.196089,0,2.6339,0.2337,32,REVERT,3.982,-26.267,-270.67,1,0,30.25
LMT,SAIC,DEFENSE,2026-03-17,2026-04-06,636.33,94.2118,637.9,99.1823,0.41873,46.49,0.014908,0.196089,0,-2.4831,-0.2758,13,REVERT,3.469,-1.962,-27.62,1,0,5.431
LMT,BA.L,DEFENSE,2025-03-21,2025-04-02,428.0068,1595.1962,440.8266,1570.2009,0.239605,76.08,0.009111,0.198361,0,-2.6343,-0.2036,8,REVERT,5.242,3.371,25.71,1,1,1.872
LMT,BA.L,DEFENSE,2025-05-14,2025-05-19,437.2347,1700.8772,460.4796,1776.8717,0.239605,76.08,0.009111,0.198361,0,-2.9341,-0.0655,3,REVERT,6.178,4.246,34.46,1,1,1.932
LMT,BA.L,DEFENSE,2025-06-11,2025-06-12,447.5189,1866.3652,459.9369,1884.8639,0.239605,76.08,0.009111,0.198361,0,-2.3789,-0.4579,1,REVERT,4.136,2.537,17.37,1,1,1.599
LMT,BA.L,DEFENSE,2025-07-22,2025-08-06,402.571,1859.3657,426.2015,1857.8658,0.239605,76.08,0.009111,0.198361,0,-4.2161,-0.2725,11,REVERT,8.704,5.889,50.89,1,1,2.815
LMT,BA.L,DEFENSE,2025-09-23,2025-10-16,480.4708,1950.8591,486.9669,1907.8623,0.239605,76.08,0.009111,0.198361,0,2.5253,0.2005,17,REVERT,4.937,-1.88,-26.8,1,0,6.817
LMT,BA.L,DEFENSE,2025-11-05,2025-11-17,467.1131,1848.5,464.7832,1805,0.239605,76.08,0.009111,0.198361,0,-2.3878,-0.3183,8,REVERT,4.41,0.065,-7.35,1,0,4.345
LMT,BA.L,DEFENSE,2025-12-11,2026-01-07,472.3904,1691,494.2651,1926,0.239605,76.08,0.009111,0.198361,0,2.2805,0.1765,16,REVERT,4.45,-1.301,-21.01,1,0,5.751
LMT,BA.L,DEFENSE,2026-01-09,2026-02-25,540.0737,2053,644.1055,2106,0.239605,76.08,0.009111,0.198361,0,2.554,0.2767,31,REVERT,4.722,-18.644,-194.44,1,0,23.366
LMT,BA.L,DEFENSE,2026-03-13,2026-04-07,646,2307,627.7,2258,0.239605,76.08,0.009111,0.198361,0,-2.111,-0.4053,15,REVERT,3.421,-2.324,-31.24,1,0,5.745
RTX,LDOS,DEFENSE,2025-04-04,2025-04-16,115.5003,131.8669,127.1044,138.5622,0.753098,76.84,0.00902,0.250903,0,-3.2486,-0.4378,8,REVERT,30.831,6.223,54.23,1,1,24.608
RTX,LDOS,DEFENSE,2025-04-22,2025-05-01,111.8617,139.9092,125.2949,145.208,0.753098,76.84,0.00902,0.250903,0,-2.7919,-0.275,7,REVERT,29.73,9.157,83.57,1,1,20.573
RTX,LDOS,DEFENSE,2025-05-29,2025-06-24,133.238,146.0895,140.2064,151.1797,0.753098,76.84,0.00902,0.250903,0,2.4925,-0.3163,17,REVERT,22.492,-2.606,-34.06,1,0,25.098
RTX,LDOS,DEFENSE,2025-07-23,2025-08-26,154.6767,162.7791,158.4156,181.0919,0.753098,76.84,0.00902,0.250903,0,2.3484,-0.2812,24,REVERT,20.166,6.055,52.55,1,1,14.111
RTX,LDOS,DEFENSE,2025-09-09,2025-09-15,150.6522,177.7948,157.2243,181.8649,0.753098,76.84,0.00902,0.250903,0,-2.2035,-0.0293,4,REVERT,22.978,2.638,18.38,1,1,20.34
RTX,LDOS,DEFENSE,2025-10-21,2025-11-04,171.7882,192.2456,174.3396,198.6053,0.753098,76.84,0.00902,0.250903,0,2.4151,0.0203,10,REVERT,23.764,1.006,2.06,1,1,22.757
RTX,LDOS,DEFENSE,2025-12-12,2026-01-05,178.0686,188.8318,187.6368,195.0065,0.753098,76.84,0.00902,0.250903,0,2.0754,0.1617,14,REVERT,18.231,-2.911,-37.11,1,0,21.141
RTX,LDOS,DEFENSE,2026-01-14,2026-02-04,198.1817,190.3481,196.0887,187.974,0.753098,76.84,0.00902,0.250903,0,2.85,0.4456,14,REVERT,21.174,0.117,-6.83,1,0,21.057
RTX,LDOS,DEFENSE,2026-02-11,2026-02-26,195.8595,172.5721,197.63,175.4251,0.753098,76.84,0.00902,0.250903,0,2.5729,0.214,10,REVERT,19.851,0.341,-4.59,1,0,19.51
RTX,RHM.DE,DEFENSE,2025-04-04,2025-04-09,115.5003,1269.5743,126.298,1299.9208,0.481396,41.41,0.016738,0.236839,0,-3.0645,-0.1797,3,REVERT,17.971,8.198,73.98,1,1,9.773
RTX,RHM.DE,DEFENSE,2025-04-22,2025-04-25,111.8617,1418.819,123.1413,1379.5179,0.481396,41.41,0.016738,0.236839,0,-2.8102,-0.4154,3,REVERT,15.961,11.417,106.17,1,1,4.544
RTX,RHM.DE,DEFENSE,2025-06-10,2025-06-25,136.9149,1671.5,139.7418,1738,0.481396,41.41,0.016738,0.236839,0,2.1147,0.4215,10,REVERT,10.252,-0.149,-9.49,1,0,10.401
RTX,RHM.DE,DEFENSE,2025-07-23,2025-08-06,154.6767,1754,153.9453,1783.5,0.481396,41.41,0.016738,0.236839,0,2.9683,0.4356,10,REVERT,14.288,1.283,4.83,1,1,13.005
RTX,RHM.DE,DEFENSE,2025-08-20,2025-08-25,155.4572,1557.5,155.1395,1650,0.481396,41.41,0.016738,0.236839,0,2.1285,0.3357,3,REVERT,9.696,3.063,22.63,1,1,6.633
RTX,RHM.DE,DEFENSE,2025-09-08,2025-09-23,153.1043,1791,159.3786,1912,0.481396,41.41,0.016738,0.236839,0,-2.82,-0.404,11,REVERT,13.823,0.846,0.46,1,1,12.978
RTX,RHM.DE,DEFENSE,2025-10-06,2025-10-09,167.5789,1962.5,161.0068,1884.5,0.481396,41.41,0.016738,0.236839,0,2.1813,0.4593,3,REVERT,9.542,2.008,12.08,1,1,7.533
RTX,RHM.DE,DEFENSE,2025-10-21,2025-11-12,171.7882,1780.5,176.4046,1745,0.481396,41.41,0.016738,0.236839,0,2.9997,0.4798,16,REVERT,13.315,-3.647,-44.47,1,0,16.962
RTX,RHM.DE,DEFENSE,2025-11-19,2025-11-20,172.5129,1596,171.4804,1637,0.481396,41.41,0.016738,0.236839,0,2.028,0.2116,1,REVERT,9.257,1.835,10.35,1,1,7.422
RTX,RHM.DE,DEFENSE,2025-11-21,2025-11-24,169.1183,1519.5,172.6366,1443,0.481396,41.41,0.016738,0.236839,0,2.0453,3.5346,1,STOP,-7.572,-4.504,-53.04,0,0,-3.068
RTX,RHM.DE,DEFENSE,2025-11-25,2025-12-03,171.5801,1468,167.8923,1519,0.481396,41.41,0.016738,0.236839,0,2.2833,0.0666,5,REVERT,11.057,3.822,30.22,1,1,7.235
RTX,RHM.DE,DEFENSE,2025-12-16,2026-01-05,179.3344,1502,187.6368,1752,0.481396,41.41,0.016738,0.236839,0,2.0349,0.026,9,REVERT,9.82,3.383,25.83,1,1,6.437
RTX,RHM.DE,DEFENSE,2026-02-12,2026-02-23,200.4741,1579.5,201.92,1701.5,0.481396,41.41,0.016738,0.236839,0,2.0645,0.4753,6,REVERT,7.383,2.997,21.97,1,1,4.386
RTX,RHM.DE,DEFENSE,2026-03-02,2026-03-13,212.16,1627.5,204.52,1592.5,0.481396,41.41,0.016738,0.236839,0,3.0335,0.4955,9,REVERT,11.513,2.566,17.66,1,1,8.947
RTX,RHM.DE,DEFENSE,2026-04-01,2026-04-07,194.72,1581.5,197.92,1531,0.481396,41.41,0.016738,0.236839,0,-2.4299,-0.355,2,REVERT,9.805,3.181,23.81,1,1,6.625
RTX,LDO.MI,DEFENSE,2025-04-04,2025-04-10,115.5003,39.9336,124.9606,41.8423,0.546311,52.34,0.013242,0.236692,0,-2.5766,0.2721,4,REVERT,7.72,5.58,47.8,1,1,2.141
RTX,LDO.MI,DEFENSE,2025-04-22,2025-04-28,111.8617,44.1465,122.7283,43.3653,0.546311,52.34,0.013242,0.236692,0,-3.439,-0.3083,4,REVERT,10.832,10.681,98.81,1,1,0.151
RTX,LDO.MI,DEFENSE,2025-05-28,2025-06-02,131.3106,54.7282,135.8672,53.0668,0.546311,52.34,0.013242,0.236692,0,-2.118,-0.0423,3,REVERT,7.067,5.129,43.29,1,1,1.939
RTX,LDO.MI,DEFENSE,2025-06-11,2025-06-26,140.1668,47.7957,141.0168,48.19,0.546311,52.34,0.013242,0.236692,0,2.313,0.4768,10,REVERT,5.944,-0.156,-9.56,1,0,6.1
RTX,LDO.MI,DEFENSE,2025-07-16,2025-07-22,148.4299,46.44,147.4415,48.31,0.546311,52.34,0.013242,0.236692,0,2.3359,0.1441,4,REVERT,6.917,2.866,20.66,1,1,4.051
RTX,LDO.MI,DEFENSE,2025-07-23,2025-08-06,154.6767,48.65,153.9453,49.67,0.546311,52.34,0.013242,0.236692,0,2.4508,-0.1699,10,REVERT,7.159,1.618,8.18,1,1,5.541
RTX,LDO.MI,DEFENSE,2025-10-09,2025-10-15,161.0068,55.48,155.8642,50.18,0.546311,52.34,0.013242,0.236692,0,-2.2599,-0.3061,4,REVERT,6.2,2.025,12.25,1,1,4.175
RTX,LDO.MI,DEFENSE,2025-10-21,2025-11-13,171.7882,50.82,172.7015,51.36,0.546311,52.34,0.013242,0.236692,0,3.406,-0.2574,17,REVERT,9.615,0.049,-7.51,1,0,9.566
RTX,LDO.MI,DEFENSE,2025-11-24,2025-12-01,172.6366,44.97,167.4638,45.68,0.546311,52.34,0.013242,0.236692,0,3.024,0.0861,4,REVERT,8.762,3.859,30.59,1,1,4.903
RTX,LDO.MI,DEFENSE,2025-12-15,2026-01-05,181.5071,48.15,187.6368,54.42,0.546311,52.34,0.013242,0.236692,0,2.1072,-0.3021,10,REVERT,5.361,3.737,29.37,1,1,1.625
RTX,LDO.MI,DEFENSE,2026-02-24,2026-02-27,198.46,59.16,202.62,56.8,0.546311,52.34,0.013242,0.236692,0,-2.1464,0.372,3,REVERT,5.31,4.275,34.75,1,1,1.035
RTX,LDO.MI,DEFENSE,2026-03-02,2026-03-04,212.16,58.22,208.82,60.4,0.546311,52.34,0.013242,0.236692,0,2.103,-0.0319,2,REVERT,6.049,3.62,28.2,1,1,2.429
RTX,MTX.DE,DEFENSE,2025-04-09,2025-04-23,126.298,269.5713,118.2833,277.8154,0.652235,20.42,0.033941,0.217494,0,3.6689,-0.4656,8,REVERT,14.177,8.341,75.41,1,1,5.836
RTX,MTX.DE,DEFENSE,2025-05-28,2025-05-30,131.3106,354.6,134.8986,350.5,0.652235,20.42,0.033941,0.217494,0,-2.0883,0.2491,2,REVERT,9.226,3.487,26.87,1,1,5.74
RTX,MTX.DE,DEFENSE,2025-06-11,2025-06-20,140.1668,349.8,144.9408,373,0.652235,20.42,0.033941,0.217494,0,2.1647,0.4518,6,REVERT,8.025,0.92,1.2,1,1,7.105
RTX,MTX.DE,DEFENSE,2025-07-23,2025-08-06,154.6767,380.2,153.9453,379.9,0.652235,20.42,0.033941,0.217494,0,3.0852,0.3633,10,REVERT,12.269,0.421,-3.79,1,0,11.848
RTX,MTX.DE,DEFENSE,2025-09-04,2025-09-09,157.5321,368.7,150.6522,360,0.652235,20.42,0.033941,0.217494,0,2.0811,0.1371,3,REVERT,8.484,2.828,20.28,1,1,5.656
RTX,MTX.DE,DEFENSE,2025-09-30,2025-10-01,166.1195,373.8,165.9904,395.1,0.652235,20.42,0.033941,0.217494,0,2.004,-0.1188,1,REVERT,7.937,3.794,29.94,1,1,4.143
RTX,MTX.DE,DEFENSE,2025-10-09,2025-10-17,161.0068,398.7,156.8074,363.9,0.652235,20.42,0.033941,0.217494,0,-3.2975,-0.0663,6,REVERT,14.452,3.085,22.85,1,1,11.367
RTX,MTX.DE,DEFENSE,2025-10-21,2025-11-13,171.7882,383.2,172.7015,365.1,0.652235,20.42,0.033941,0.217494,0,2.0551,0.339,17,REVERT,7.126,-3.612,-44.12,1,0,10.739
RTX,MTX.DE,DEFENSE,2025-12-11,2026-01-06,176.8327,349.3,189.7697,383.1,0.652235,20.42,0.033941,0.217494,0,2.9268,0.4848,13,REVERT,9.472,-1.005,-18.05,1,0,10.476
RTX,MTX.DE,DEFENSE,2026-02-27,2026-03-24,202.62,365.4,194,312,0.652235,20.42,0.033941,0.217494,0,2.5292,0.3929,17,REVERT,7.681,-5.278,-60.78,1,0,12.959
RTX,ESLT,DEFENSE,2025-04-03,2025-04-04,128.0681,387.9313,115.5003,368.0356,0.35391,42.99,0.016122,0.191089,0,-2.0525,-4.1295,1,STOP,-5.076,-7.998,-87.98,0,0,2.922
RTX,ESLT,DEFENSE,2025-04-07,2025-04-09,115.3724,362.6466,126.298,387.4043,0.35391,42.99,0.016122,0.191089,0,-2.8796,-0.4911,2,REVERT,6.014,7.054,62.54,1,1,-1.04
RTX,ESLT,DEFENSE,2025-04-22,2025-04-25,111.8617,375.1427,123.1413,377.961,0.35391,42.99,0.016122,0.191089,0,-2.5639,-0.0468,3,REVERT,6.442,9.818,90.18,1,1,-3.376
RTX,ESLT,DEFENSE,2025-05-15,2025-06-25,133.2703,388.2679,139.7418,430.4018,0.35391,42.99,0.016122,0.191089,0,2.1204,-0.0575,27,REVERT,4.97,-1.015,-18.15,1,0,5.985
RTX,ESLT,DEFENSE,2025-07-16,2025-08-04,148.4299,439.7556,155.5564,488.6284,0.35391,42.99,0.016122,0.191089,0,2.7267,0.1775,13,REVERT,6.004,-0.868,-16.68,1,0,6.872
RTX,ESLT,DEFENSE,2025-09-08,2025-09-15,153.1043,489.9247,157.2243,502.0109,0.35391,42.99,0.016122,0.191089,0,-3.1827,-0.4122,5,REVERT,6.542,1.818,10.18,1,1,4.724
RTX,ESLT,DEFENSE,2025-10-21,2025-11-12,171.7882,484.104,176.4046,482.4762,0.35391,42.99,0.016122,0.191089,0,2.7253,0.4544,16,REVERT,5.146,-2.806,-36.06,1,0,7.952
RTX,ESLT,DEFENSE,2025-11-18,2025-11-26,173.456,503.3679,172.6167,469.0345,0.35391,42.99,0.016122,0.191089,0,-2.4075,-0.2772,6,REVERT,4.834,1.93,11.3,1,1,2.904
RTX,ESLT,DEFENSE,2025-12-03,2025-12-10,167.8923,479.68,174.1416,500.0524,0.35391,42.99,0.016122,0.191089,0,-2.1994,-0.2483,5,REVERT,4.451,2.219,14.19,1,1,2.232
RTX,ESLT,DEFENSE,2025-12-15,2025-12-19,181.5071,512.5754,181.4075,553.5,0.35391,42.99,0.016122,0.191089,0,2.2275,0.2345,4,REVERT,4.464,2.881,20.81,1,1,1.583
RTX,ESLT,DEFENSE,2026-01-07,2026-01-14,185.1151,657.91,198.1817,720.59,0.35391,42.99,0.016122,0.191089,0,-2.7885,0.183,5,REVERT,5.973,3.687,28.87,1,1,2.286
RTX,ESLT,DEFENSE,2026-02-24,2026-03-02,198.46,761.52,212.16,829.36,0.35391,42.99,0.016122,0.191089,0,-2.1337,0.2496,4,REVERT,4.293,3.75,29.5,1,1,0.542
RTX,ESLT,DEFENSE,2026-03-05,2026-04-02,203.86,888.1,196.21,888.97,0.35391,42.99,0.016122,0.191089,0,-2.3007,-0.4584,20,REVERT,4.237,-3.787,-45.87,1,0,8.025
NOC,GD,DEFENSE,2025-03-25,2025-04-04,498.6076,261.2617,477.8413,244.143,0.496082,43.5,0.015933,0.163294,0,2.0602,0.4283,8,REVERT,2.725,0.914,1.14,1,1,1.81
NOC,GD,DEFENSE,2025-04-11,2025-04-22,525.5447,271.657,456.7404,269.8404,0.496082,43.5,0.015933,0.163294,0,2.27,-3.6013,6,STOP,-2.202,12.76,119.6,0,1,-14.962
NOC,GD,DEFENSE,2025-04-23,2025-05-05,465.1748,260.9341,485.5278,267.2284,0.496082,43.5,0.015933,0.163294,0,-2.1188,-0.3466,8,REVERT,3.019,3.179,23.79,1,1,-0.159
NOC,GD,DEFENSE,2025-06-13,2025-06-30,510.9828,277.8924,494.4286,286.3961,0.496082,43.5,0.015933,0.163294,0,2.48,-0.3792,10,REVERT,3.514,4.758,39.58,1,1,-1.244
NOC,GD,DEFENSE,2025-07-22,2025-08-13,557.5302,293.7279,575.627,313.3591,0.496082,43.5,0.015933,0.163294,0,3.8624,0.444,16,REVERT,5.621,0.07,-7.3,1,0,5.551
NOC,GD,DEFENSE,2025-09-09,2025-09-23,567.5049,317.1491,572.9156,318.9948,0.496082,43.5,0.015933,0.163294,0,-2.3384,-0.4367,10,REVERT,3.145,0.665,-1.35,1,0,2.481
NOC,GD,DEFENSE,2025-09-30,2025-10-15,604.923,336.5632,604.5357,329.1602,0.496082,43.5,0.015933,0.163294,0,2.2313,0.4822,11,REVERT,2.864,-1.027,-18.27,1,0,3.892
NOC,GD,DEFENSE,2025-10-27,2025-11-20,591.6494,350.7017,563.2558,336.496,0.496082,43.5,0.015933,0.163294,0,-2.0608,-0.2194,18,REVERT,3.053,-2.79,-35.9,1,0,5.842
